FBtr0475186	CR11023-RE	FBgn0031208	CR11023
FBtr0077922	a5-RA	FBgn0011294	a5
FBtr0343837	CG5440-RC	FBgn0031331	CG5440
FBtr0305552	CG5440-RB	FBgn0031331	CG5440
FBtr0343846	CG33923-RB	FBgn0053923	CG33923
FBtr0091926	CG33922-RA	FBgn0053922	CG33922
FBtr0305553	Cdlc2-RC	FBgn0026141	Cdlc2
FBtr0077924	Cdlc2-RA	FBgn0026141	Cdlc2
FBtr0077925	Cdlc2-RB	FBgn0026141	Cdlc2
FBtr0344105	lncRNA:CR45005-RA	FBgn0266357	lncRNA:CR45005
FBtr0344104	lncRNA:CR45006-RA	FBgn0266358	lncRNA:CR45006
FBtr0077948	CG5556-RA	FBgn0031332	CG5556
FBtr0343845	CG5556-RB	FBgn0031332	CG5556
FBtr0077947	CG5561-RA	FBgn0031333	CG5561
FBtr0077946	CG31924-RB	FBgn0051924	CG31924
FBtr0077944	CG5565-RA	FBgn0031335	CG5565
FBtr0077943	CG31659-RA	FBgn0051659	CG31659
FBtr0301010	CG31659-RB	FBgn0051659	CG31659
FBtr0343844	NLaz-RC	FBgn0053126	NLaz
FBtr0077942	NLaz-RA	FBgn0053126	NLaz
FBtr0329947	NLaz-RB	FBgn0053126	NLaz
FBtr0343838	CG14346-RC	FBgn0031337	CG14346
FBtr0343839	CG14346-RD	FBgn0031337	CG14346
FBtr0077926	CG14346-RA	FBgn0031337	CG14346
FBtr0343843	lncRNA:CR44898-RA	FBgn0266203	lncRNA:CR44898
FBtr0329985	robo2-RB	FBgn0002543	robo2
FBtr0077941	robo2-RA	FBgn0002543	robo2
FBtr0343840	asRNA:CR44897-RA	FBgn0266202	asRNA:CR44897
FBtr0308744	CG43401-RA	FBgn0263320	CG43401
FBtr0343841	CG43401-RB	FBgn0263320	CG43401
FBtr0077928	snRNA:U3-RA	FBgn0003926	snRNA:U3
FBtr0343842	CG43402-RB	FBgn0263321	CG43402
FBtr0308745	CG43402-RA	FBgn0263321	CG43402
FBtr0334817	CG31928-RB	FBgn0051928	CG31928
FBtr0077929	CG31928-RA	FBgn0051928	CG31928
FBtr0077930	CG33128-RA	FBgn0053128	CG33128
FBtr0334818	CG31926-RB	FBgn0051926	CG31926
FBtr0077931	CG31926-RA	FBgn0051926	CG31926
FBtr0077932	CG31661-RA	FBgn0051661	CG31661
FBtr0334821	CG18131-RG	FBgn0031343	CG18131
FBtr0334822	CG18131-RH	FBgn0031343	CG18131
FBtr0077937	CG18131-RB	FBgn0031343	CG18131
FBtr0077938	CG18131-RA	FBgn0031343	CG18131
FBtr0077936	CG18131-RC	FBgn0031343	CG18131
FBtr0077939	CG18131-RD	FBgn0031343	CG18131
FBtr0334820	CG7420-RB	FBgn0031344	CG7420
FBtr0334819	asRNA:CR44064-RA	FBgn0264873	asRNA:CR44064
FBtr0077933	CG7420-RA	FBgn0031344	CG7420
FBtr0077919	CG18132-RA	FBgn0031345	CG18132
FBtr0114554	halo-RB	FBgn0001174	halo
FBtr0077873	Or22a-RA	FBgn0026398	Or22a
FBtr0077874	Or22b-RA	FBgn0026397	Or22b
FBtr0474154	haf-RI	FBgn0261509	haf
FBtr0474152	haf-RG	FBgn0261509	haf
FBtr0310019	haf-RD	FBgn0261509	haf
FBtr0344146	haf-RF	FBgn0261509	haf
FBtr0310017	haf-RB	FBgn0261509	haf
FBtr0310018	haf-RC	FBgn0261509	haf
FBtr0310020	haf-RE	FBgn0261509	haf
FBtr0474153	haf-RH	FBgn0261509	haf
FBti0019104-RA	FBti0019104	FBti0019104	FBti0019104
FBtr0077917	CG10869-RA	FBgn0031347	CG10869
FBtr0077916	CG31935-RA	FBgn0051935	CG31935
FBtr0077876	CG14352-RA	FBgn0031351	CG14352
FBtr0334842	RFeSP-RD	FBgn0021906	RFeSP
FBtr0334843	RFeSP-RE	FBgn0021906	RFeSP
FBtr0077915	RFeSP-RB	FBgn0021906	RFeSP
FBti0019105-RA	FBti0019105	FBti0019105	FBti0019105
FBtr0342645	lncRNA:CR44603-RA	FBgn0265814	lncRNA:CR44603
FBtr0342646	lncRNA:CR44603-RB	FBgn0265814	lncRNA:CR44603
FBtr0346473	lncRNA:CR45695-RA	FBgn0267259	lncRNA:CR45695
FBtr0077877	chinmo-RD	FBgn0086758	chinmo
FBtr0303935	chinmo-RG	FBgn0086758	chinmo
FBtr0307047	chinmo-RH	FBgn0086758	chinmo
FBtr0303933	chinmo-RE	FBgn0086758	chinmo
FBtr0303934	chinmo-RF	FBgn0086758	chinmo
FBtr0077878	chinmo-RA	FBgn0086758	chinmo
FBti0019106-RA	FBti0019106	FBti0019106	FBti0019106
FBtr0077881	cpb-RA	FBgn0011570	cpb
FBtr0331630	cpb-RB	FBgn0011570	cpb
FBtr0077912	CG17660-RA	FBgn0031356	CG17660
FBtr0344040	asRNA:CR44976-RA	FBgn0266311	asRNA:CR44976
FBtr0333542	mRpL48-RB	FBgn0031357	mRpL48
FBtr0077882	mRpL48-RA	FBgn0031357	mRpL48
FBtr0077911	frtz-RA	FBgn0086698	frtz
FBtr0333545	frtz-RD	FBgn0086698	frtz
FBti0019107-RA	FBti0019107	FBti0019107	FBti0019107
FBtr0333544	frtz-RB	FBgn0086698	frtz
FBtr0306167	Rim2-RD	FBgn0031359	Rim2
FBtr0305618	Rim2-RC	FBgn0031359	Rim2
FBtr0077910	Rim2-RA	FBgn0031359	Rim2
FBtr0077906	Eno-RE	FBgn0000579	Eno
FBtr0077908	Eno-RD	FBgn0000579	Eno
FBtr0077907	Eno-RC	FBgn0000579	Eno
FBtr0077909	Eno-RA	FBgn0000579	Eno
FBtr0077905	Eno-RB	FBgn0000579	Eno
FBtr0302115	Eno-RF	FBgn0000579	Eno
FBtr0345430	Rrp40-RB	FBgn0260648	Rrp40
FBtr0077883	Rrp40-RA	FBgn0260648	Rrp40
FBtr0077884	CG31937-RA	FBgn0031360	CG31937
FBtr0333543	CG17652-RB	FBgn0031361	CG17652
FBtr0077904	CG17652-RA	FBgn0031361	CG17652
FBtr0077885	CG17646-RB	FBgn0264494	CG17646
FBtr0077886	CG17646-RA	FBgn0264494	CG17646
FBtr0077903	CG17712-RA	FBgn0027597	CG17712
FBtr0077887	CG17648-RA	FBgn0031364	CG17648
FBtr0077902	Gr22f-RA	FBgn0041249	Gr22f
FBtr0077901	CG17650-RA	FBgn0031365	CG17650
FBtr0077888	Gr22e-RA	FBgn0045497	Gr22e
FBtr0310114	Gr22d-RB	FBgn0045498	Gr22d
FBtr0077899	Gr22c-RA	FBgn0265138	Gr22c
FBtr0100188	Gr22b-RA	FBgn0045500	Gr22b
FBtr0077897	Gr22a-RA	FBgn0045501	Gr22a
FBti0019108-RA	FBti0019108	FBti0019108	FBti0019108
FBtr0077896	CG31933-RA	FBgn0051933	CG31933
FBtr0473603	CG31664-RE	FBgn0051664	CG31664
FBtr0473602	CG31664-RD	FBgn0051664	CG31664
FBtr0077894	c-cup-RA	FBgn0031367	c-cup
FBtr0304391	mir-2280-RM	FBgn0262275	mir-2280
FBtr0304393	mir-2280-RB	FBtr0304393_df_nrg	FBtr0304393_df_nrg
FBtr0304392	mir-2280-RA	FBtr0304392_df_nrg	FBtr0304392_df_nrg
FBtr0089786	wry-RB	FBgn0051665	wry
FBtr0304911	wry-RC	FBgn0051665	wry
FBtr0334823	wry-RD	FBgn0051665	wry
FBtr0334828	lncRNA:CR44073-RA	FBgn0264882	lncRNA:CR44073
FBtr0334827	lncRNA:CR44074-RA	FBgn0264883	lncRNA:CR44074
FBtr0077893	CG31663-RA	FBgn0051663	CG31663
FBtr0304597	CG31663-RB	FBgn0051663	CG31663
FBtr0334826	CG31663-RC	FBgn0051663	CG31663
FBtr0334824	CG7295-RB	FBgn0031372	CG7295
FBtr0077891	CG7295-RA	FBgn0031372	CG7295
FBtr0334825	lncRNA:CR44075-RA	FBgn0264884	lncRNA:CR44075
FBtr0473590	CG15358-RE	FBgn0031373	CG15358
FBtr0473589	CG15358-RD	FBgn0031373	CG15358
FBtr0113012	Wdr62-RE	FBgn0031374	Wdr62
FBtr0333007	Wdr62-RH	FBgn0031374	Wdr62
FBtr0077811	Wdr62-RA	FBgn0031374	Wdr62
FBtr0113011	Wdr62-RD	FBgn0031374	Wdr62
FBtr0333006	Wdr62-RG	FBgn0031374	Wdr62
FBtr0309828	Wdr62-RF	FBgn0031374	Wdr62
FBtr0110882	Wdr62-RB	FBgn0031374	Wdr62
FBtr0110883	Wdr62-RC	FBgn0031374	Wdr62
FBtr0077872	tRNA:Gly-GCC-1-1-RA	FBgn0011859	tRNA:Gly-GCC-1-1
FBtr0333008	CG15357-RB	FBgn0040719	CG15357
FBtr0077871	CG15357-RA	FBgn0040719	CG15357
FBtr0307516	CG33673-RB	FBgn0053673	CG33673
FBtr0330201	erm-RC	FBgn0031375	erm
FBtr0330200	erm-RB	FBgn0031375	erm
FBtr0077870	erm-RA	FBgn0031375	erm
FBtr0330202	erm-RD	FBgn0031375	erm
FBtr0077812	tRNA:Arg-TCT-2-1-RA	FBgn0051942	tRNA:Arg-TCT-2-1
FBtr0334758	Der-1-RB	FBgn0267972	Der-1
FBtr0077813	Der-1-RA	FBgn0267972	Der-1
FBtr0077869	CG15356-RA	FBgn0031377	CG15356
FBtr0077814	CG15362-RA	FBgn0031378	CG15362
FBtr0077815	CG7289-RA	FBgn0031379	CG7289
FBtr0077867	Got2-RA	FBgn0001125	Got2
FBtr0077868	Got2-RB	FBgn0001125	Got2
FBtr0077816	Npc2a-RA	FBgn0031381	Npc2a
FBtr0304139	lncRNA:CR42874-RA	FBgn0262148	lncRNA:CR42874
FBtr0334760	Obp22a-RC	FBgn0043539	Obp22a
FBtr0100503	Obp22a-RB	FBgn0043539	Obp22a
FBtr0309285	CG33543-RD	FBgn0053543	CG33543
FBtr0309284	asRNA:CR43464-RA	FBgn0263441	asRNA:CR43464
FBtr0077863	CG15353-RA	FBgn0040718	CG15353
FBtr0346492	asRNA:CR45712-RA	FBgn0267276	asRNA:CR45712
FBtr0334759	Nplp4-RB	FBgn0040717	Nplp4
FBtr0077817	Nplp4-RA	FBgn0040717	Nplp4
FBtr0077818	tRNA:Gln-CTG-2-2-RA	FBgn0051943	tRNA:Gln-CTG-2-2
FBtr0077819	tRNA:Gln-CTG-2-3-RA	FBgn0051944	tRNA:Gln-CTG-2-3
FBtr0330672	CG4238-RH	FBgn0031384	CG4238
FBtr0301068	CG4238-RF	FBgn0031384	CG4238
FBtr0077862	tRNA:Gln-CTG-2-4-RA	FBgn0051939	tRNA:Gln-CTG-2-4
FBtr0077861	tRNA:Gln-CTG-3-1-RA	FBgn0051940	tRNA:Gln-CTG-3-1
FBtr0330671	CG4238-RG	FBgn0031384	CG4238
FBtr0077860	tRNA:Gln-CTG-2-5-RA	FBgn0051669	tRNA:Gln-CTG-2-5
FBtr0474088	snoRNA:Or-CD14-RA	FBgn0286732	snoRNA:Or-CD14
FBtr0301067	CG4238-RE	FBgn0031384	CG4238
FBtr0334774	CG4238-RJ	FBgn0031384	CG4238
FBtr0334773	CG4238-RI	FBgn0031384	CG4238
FBtr0301066	CG4238-RD	FBgn0031384	CG4238
FBtr0077821	tRNA:Gly-GCC-1-2-RA	FBgn0011860	tRNA:Gly-GCC-1-2
FBtr0299676	CG42296-RA	FBgn0259192	CG42296
FBtr0299675	lectin-22C-RB	FBgn0259230	lectin-22C
FBtr0339529	Su(dx)-RF	FBgn0003557	Su(dx)
FBtr0077822	Su(dx)-RB	FBgn0003557	Su(dx)
FBtr0077823	Su(dx)-RA	FBgn0003557	Su(dx)
FBtr0334778	Su(dx)-RE	FBgn0003557	Su(dx)
FBtr0077824	Su(dx)-RC	FBgn0003557	Su(dx)
FBtr0345564	lncRNA:CR45298-RA	FBgn0266836	lncRNA:CR45298
FBtr0310547	Kebab-RB	FBgn0028952	Kebab
FBtr0077825	Kebab-RA	FBgn0028952	Kebab
FBtr0077826	Or22c-RA	FBgn0026396	Or22c
FBtr0334783	dpr3-RD	FBgn0053516	dpr3
FBtr0300671	dpr3-RB	FBgn0053516	dpr3
FBtr0334782	dpr3-RC	FBgn0053516	dpr3
FBtr0334779	CG12674-RB	FBgn0031388	CG12674
FBtr0077827	CG12674-RA	FBgn0031388	CG12674
FBtr0343304	lncRNA:CR44808-RA	FBgn0266043	lncRNA:CR44808
FBtr0334780	lncRNA:CR44055-RA	FBgn0264864	lncRNA:CR44055
FBti0060681-RA	FBti0060681	FBti0060681	FBti0060681
FBti0019109-RA	FBti0019109	FBti0019109	FBti0019109
FBtr0334781	CG4259-RB	FBgn0031389	CG4259
FBtr0077854	CG4259-RA	FBgn0031389	CG4259
FBtr0100485	GlyP-RB	FBgn0004507	GlyP
FBtr0077828	GlyP-RA	FBgn0004507	GlyP
FBtr0334814	tho2-RC	FBgn0031390	tho2
FBtr0301660	tho2-RB	FBgn0031390	tho2
FBtr0077853	tho2-RA	FBgn0031390	tho2
FBtr0334813	CG11723-RB	FBgn0031391	CG11723
FBtr0077852	CG11723-RA	FBgn0031391	CG11723
FBtr0077829	TBCD-RA	FBgn0027509	TBCD
FBtr0330657	AIF-RC	FBgn0031392	AIF
FBtr0077831	AIF-RB	FBgn0031392	AIF
FBtr0077830	AIF-RA	FBgn0031392	AIF
FBtr0077832	CG15382-RA	FBgn0031393	CG15382
FBtr0330658	aop-RC	FBgn0000097	aop
FBtr0077850	aop-RB	FBgn0000097	aop
FBtr0077851	aop-RA	FBgn0000097	aop
FBtr0330659	aop-RD	FBgn0000097	aop
FBtr0330660	aop-RE	FBgn0000097	aop
FBtr0334810	lncRNA:CR43751-RB	FBgn0265017	lncRNA:CR43751
FBtr0334812	lncRNA:CR44066-RA	FBgn0264875	lncRNA:CR44066
FBtr0077834	tRNA:Arg-TCT-3-1-RA	FBgn0051946	tRNA:Arg-TCT-3-1
FBtr0345556	lncRNA:CR45290-RA	FBgn0266828	lncRNA:CR45290
FBtr0077849	CG10874-RB	FBgn0031395	CG10874
FBtr0330664	CG10874-RD	FBgn0031395	CG10874
FBtr0077848	CG10874-RA	FBgn0031395	CG10874
FBtr0308189	CG10874-RC	FBgn0031395	CG10874
FBtr0334811	asRNA:CR44065-RA	FBgn0264874	asRNA:CR44065
FBtr0308188	CG34172-RB	FBgn0085201	CG34172
FBtr0331650	CG34172-RD	FBgn0085201	CG34172
FBtr0112363	CG34172-RA	FBgn0085201	CG34172
FBtr0330663	CG34172-RC	FBgn0085201	CG34172
FBtr0307523	CG31668-RC	FBgn0051668	CG31668
FBtr0307522	CG33124-RD	FBgn0053124	CG33124
FBtr0077845	CG15385-RA	FBgn0031397	CG15385
FBtr0331649	CG15385-RB	FBgn0031397	CG15385
FBtr0330676	Uch-RC	FBgn0010288	Uch
FBtr0303459	Uch-RB	FBgn0010288	Uch
FBtr0077844	Uch-RA	FBgn0010288	Uch
FBtr0112365	CG34174-RA	FBgn0085203	CG34174
FBtr0330675	daed-RB	FBgn0031398	daed
FBtr0077843	daed-RA	FBgn0031398	daed
FBtr0299970	CG42371-RA	FBgn0259717	CG42371
FBtr0077842	CG15386-RA	FBgn0040715	CG15386
FBtr0077835	mio-RA	FBgn0031399	mio
FBtr0077836	papi-RA	FBgn0031401	papi
FBtr0077837	papi-RC	FBgn0031401	papi
FBtr0077838	papi-RB	FBgn0031401	papi
FBtr0077839	papi-RD	FBgn0031401	papi
FBtr0113015	CG15387-RB	FBgn0031403	CG15387
FBtr0100673	sau-RD	FBgn0267378	sau
FBtr0077840	sau-RA	FBgn0267378	sau
FBtr0100674	sau-RE	FBgn0267378	sau
FBtr0335164	asRNA:CR44114-RA	FBgn0264945	asRNA:CR44114
FBtr0329964	Sec24CD-RB	FBgn0262126	Sec24CD
FBtr0077810	Sec24CD-RA	FBgn0262126	Sec24CD
FBtr0329965	Sec24CD-RC	FBgn0262126	Sec24CD
FBtr0335158	asRNA:CR44115-RA	FBgn0264946	asRNA:CR44115
FBtr0077809	Tengl3-RA	FBgn0051679	Tengl3
FBtr0077808	Tengl2-RA	FBgn0052463	Tengl2
FBtr0077807	Tengl1-RA	FBgn0051682	Tengl1
FBtr0077751	CG4267-RA	FBgn0264979	CG4267
FBtr0335159	CG4267-RB	FBgn0264979	CG4267
FBtr0335160	lncRNA:CR42859-RC	FBgn0262106	lncRNA:CR42859
FBtr0304029	lncRNA:CR42859-RA	FBgn0262106	lncRNA:CR42859
FBtr0309033	lncRNA:CR42859-RB	FBgn0262106	lncRNA:CR42859
FBtr0077806	Ser12-RA	FBgn0011832	Ser12
FBtr0335163	CG17239-RB	FBgn0042186	CG17239
FBtr0077805	CG17239-RA	FBgn0042186	CG17239
FBtr0077753	CG17234-RA	FBgn0042187	CG17234
FBtr0077804	Send1-RA	FBgn0031406	Send1
FBtr0343233	lncRNA:CR44787-RA	FBgn0266022	lncRNA:CR44787
FBtr0343232	lncRNA:CR44788-RA	FBgn0266023	lncRNA:CR44788
FBtr0077754	CG4270-RA	FBgn0031407	CG4270
FBtr0077755	CG4270-RB	FBgn0031407	CG4270
FBtr0302372	CG34049-RB	FBgn0054049	CG34049
FBtr0335162	CG17242-RB	FBgn0250841	CG17242
FBtr0077803	CG17242-RA	FBgn0250841	CG17242
FBtr0330690	lncRNA:CR43753-RC	FBgn0264084	lncRNA:CR43753
FBtr0330689	lncRNA:CR43753-RB	FBgn0264084	lncRNA:CR43753
FBtr0330688	lncRNA:CR43753-RA	FBgn0264084	lncRNA:CR43753
FBtr0335161	lncRNA:CR43754-RB	FBgn0264085	lncRNA:CR43754
FBtr0330687	lncRNA:CR43754-RA	FBgn0264085	lncRNA:CR43754
FBtr0077756	CG4271-RA	FBgn0031409	CG4271
FBtr0077802	CG31681-RA	FBgn0051681	CG31681
FBtr0302458	CG42658-RA	FBgn0261523	CG42658
FBtr0077801	CG17237-RA	FBgn0031410	CG17237
FBtr0331451	robl22E-RB	FBgn0028570	robl22E
FBtr0077800	robl22E-RA	FBgn0028570	robl22E
FBti0019110-RA	FBti0019110	FBti0019110	FBti0019110
FBtr0303208	CG31949-RB	FBgn0051949	CG31949
FBtr0077757	CG31949-RA	FBgn0051949	CG31949
FBtr0077758	CG16995-RA	FBgn0031412	CG16995
FBtr0100648	CG9967-RB	FBgn0031413	CG9967
FBtr0333226	CG9967-RC	FBgn0031413	CG9967
FBtr0077799	CG9967-RA	FBgn0031413	CG9967
FBtr0344663	eys-RF	FBgn0031414	eys
FBtr0344662	eys-RE	FBgn0031414	eys
FBtr0077796	Rab5-RC	FBgn0014010	Rab5
FBtr0077797	Rab5-RE	FBgn0014010	Rab5
FBtr0330668	Rab5-RG	FBgn0014010	Rab5
FBtr0077793	Rab5-RB	FBgn0014010	Rab5
FBtr0077795	Rab5-RD	FBgn0014010	Rab5
FBtr0077798	Rab5-RA	FBgn0014010	Rab5
FBtr0330670	Rab5-RI	FBgn0014010	Rab5
FBtr0077794	Rab5-RF	FBgn0014010	Rab5
FBtr0330669	Rab5-RH	FBgn0014010	Rab5
FBtr0330665	Axud1-RC	FBgn0261647	Axud1
FBtr0077763	Axud1-RB	FBgn0261647	Axud1
FBtr0077762	Axud1-RA	FBgn0261647	Axud1
FBtr0330666	Axud1-RD	FBgn0261647	Axud1
FBtr0077792	CG3597-RA	FBgn0031417	CG3597
FBtr0330667	CG3597-RB	FBgn0031417	CG3597
FBtr0077791	CG3609-RA	FBgn0031418	CG3609
FBtr0331441	CG3609-RC	FBgn0031418	CG3609
FBtr0303027	CG3609-RB	FBgn0031418	CG3609
FBtr0077764	CG15390-RA	FBgn0031419	CG15390
FBtr0344047	asRNA:CR44982-RA	FBgn0266317	asRNA:CR44982
FBtr0077765	Atxn7-RA	FBgn0031420	Atxn7
FBtr0331438	Atxn7-RD	FBgn0031420	Atxn7
FBtr0077766	Atxn7-RB	FBgn0031420	Atxn7
FBtr0331437	Atxn7-RC	FBgn0031420	Atxn7
FBtr0330685	Eogt-RB	FBgn0264672	Eogt
FBtr0077767	Eogt-RA	FBgn0264672	Eogt
FBtr0077768	PIG-Wa-RA	FBgn0031422	PIG-Wa
FBtr0077790	CG3557-RA	FBgn0031423	CG3557
FBtr0331440	CG3557-RC	FBgn0031423	CG3557
FBtr0331439	CG3557-RB	FBgn0031423	CG3557
FBtr0335464	CG43750-RB	FBgn0264081	CG43750
FBtr0330686	CG43750-RA	FBgn0264081	CG43750
FBtr0475317	CG46448-RA	FBgn0287218	CG46448
FBtr0077769	VGlut-RA	FBgn0031424	VGlut
FBtr0307078	VGlut-RB	FBgn0031424	VGlut
FBtr0307079	CG18641-RC	FBgn0031426	CG18641
FBtr0077787	CG31948-RB	FBgn0051948	CG31948
FBtr0077788	CG31948-RA	FBgn0051948	CG31948
FBtr0112752	CG34448-RA	FBgn0085477	CG34448
FBtr0112751	CG34447-RA	FBgn0085476	CG34447
FBtr0331203	CG34447-RB	FBgn0085476	CG34447
FBtr0077770	CG9886-RA	FBgn0031428	CG9886
FBtr0335462	CG9886-RB	FBgn0031428	CG9886
FBtr0335463	CG44139-RA	FBgn0264988	CG44139
FBtr0343862	lncRNA:CR44912-RA	FBgn0266217	lncRNA:CR44912
FBtr0077771	dpp-RA	FBgn0000490	dpp
FBtr0077772	dpp-RB	FBgn0000490	dpp
FBtr0077773	dpp-RC	FBgn0000490	dpp
FBtr0077775	dpp-RE	FBgn0000490	dpp
FBtr0089299	tRNA:Tyr-GTA-1-2-RA	FBgn0012017	tRNA:Tyr-GTA-1-2
FBtr0089298	tRNA:Tyr-GTA-1-3-RA	FBgn0012016	tRNA:Tyr-GTA-1-3
FBtr0345551	lncRNA:CR45286-RA	FBgn0266824	lncRNA:CR45286
FBtr0335169	Slh-RG	FBgn0264978	Slh
FBtr0077782	Slh-RC	FBgn0264978	Slh
FBtr0077780	oaf-RD	FBgn0011818	oaf
FBtr0077778	oaf-RB	FBgn0011818	oaf
FBtr0077779	oaf-RC	FBgn0011818	oaf
FBtr0077777	oaf-RA	FBgn0011818	oaf
FBtr0342650	lncRNA:CR44607-RA	FBgn0265818	lncRNA:CR44607
FBtr0077781	CG3528-RA	FBgn0031430	CG3528
FBtr0347298	asRNA:CR46069-RA	FBgn0267738	asRNA:CR46069
FBtr0335168	lncRNA:CR44112-RA	FBgn0264943	lncRNA:CR44112
FBtr0077750	CG3515-RA	FBgn0031431	CG3515
FBtr0335165	lncRNA:CR44113-RA	FBgn0264944	lncRNA:CR44113
FBtr0335167	Cyp309a1-RC	FBgn0031432	Cyp309a1
FBtr0335166	Cyp309a1-RB	FBgn0031432	Cyp309a1
FBtr0077748	Cyp309a2-RA	FBgn0041337	Cyp309a2
FBti0019749-RA	FBti0019749	FBti0019749	FBti0019749
FBtr0077747	Rad1-RA	FBgn0026778	Rad1
FBtr0112512	Sws1-RA	FBgn0085343	Sws1
FBtr0077746	insv-RA	FBgn0031434	insv
FBtr0344854	insv-RB	FBgn0031434	insv
FBtr0077693	Elba2-RA	FBgn0031435	Elba2
FBtr0273393	ND-B17.2-RB	FBgn0031436	ND-B17.2
FBtr0335174	ND-B17.2-RC	FBgn0031436	ND-B17.2
FBtr0077745	ND-B17.2-RA	FBgn0031436	ND-B17.2
FBtr0077694	Arpc5-RA	FBgn0031437	Arpc5
FBtr0335170	Arpc5-RB	FBgn0031437	Arpc5
FBtr0335173	Drp1-RB	FBgn0026479	Drp1
FBtr0077744	Drp1-RA	FBgn0026479	Drp1
FBtr0335172	CG15394-RD	FBgn0250835	CG15394
FBtr0335171	CG15394-RC	FBgn0250835	CG15394
FBtr0343235	lncRNA:CR44790-RA	FBgn0266025	lncRNA:CR44790
FBtr0343234	lncRNA:CR44789-RA	FBgn0266024	lncRNA:CR44789
FBtr0114513	CG15395-RB	FBgn0031440	CG15395
FBtr0308746	CG43403-RA	FBgn0263322	CG43403
FBtr0346486	lncRNA:TS11-RA	FBgn0267269	lncRNA:TS11
FBtr0452193	lncRNA:CR46328-RA	FBgn0284414	lncRNA:CR46328
FBtr0452192	lncRNA:TS4-RA	FBgn0284413	lncRNA:TS4
FBtr0332511	lncRNA:CR43852-RA	FBgn0264434	lncRNA:CR43852
FBtr0077743	CG9962-RA	FBgn0031441	CG9962
FBtr0332512	CG43851-RA	FBgn0264433	CG43851
FBtr0302456	CG33125-RB	FBgn0053125	CG33125
FBtr0332514	CG33125-RC	FBgn0053125	CG33125
FBtr0077697	Prosbeta4R1-RA	FBgn0031442	Prosbeta4R1
FBtr0077698	Or23a-RA	FBgn0026395	Or23a
FBtr0332513	Prosbeta4R2-RB	FBgn0031443	Prosbeta4R2
FBtr0077699	Prosbeta4R2-RA	FBgn0031443	Prosbeta4R2
FBti0019111-RA	FBti0019111	FBti0019111	FBti0019111
FBtr0077700	Trf4-RA	FBgn0031444	Trf4
FBtr0475060	CR46404-RA	FBgn0286882	CR46404
FBtr0273435	Gr23a-RC	FBgn0041248	Gr23a
FBtr0077702	Gr23a-RB	FBgn0041248	Gr23a
FBtr0301682	CG31690-RE	FBgn0051690	CG31690
FBtr0300986	Trf5-RB	FBgn0031446	Trf5
FBti0060718-RA	FBti0060718	FBti0060718	FBti0060718
FBtr0334161	CG31689-RH	FBgn0031449	CG31689
FBtr0077706	CG31689-RD	FBgn0031449	CG31689
FBtr0077705	CG31689-RC	FBgn0031449	CG31689
FBtr0077707	CG31689-RA	FBgn0031449	CG31689
FBtr0334159	CG31689-RF	FBgn0031449	CG31689
FBtr0077708	CG31689-RB	FBgn0031449	CG31689
FBtr0334160	CG31689-RG	FBgn0031449	CG31689
FBtr0334158	CG31689-RE	FBgn0031449	CG31689
FBtr0309709	mir-4914-RM	FBgn0263564	mir-4914
FBtr0309710	mir-4914-RA	FBtr0309710_df_nrg	FBtr0309710_df_nrg
FBtr0089751	Hrs-RC	FBgn0031450	Hrs
FBtr0089750	Hrs-RB	FBgn0031450	Hrs
FBtr0089749	Hrs-RA	FBgn0031450	Hrs
FBtr0330719	CG9961-RB	FBgn0031451	CG9961
FBtr0077740	CG9961-RA	FBgn0031451	CG9961
FBtr0077712	Cwc25-RA	FBgn0031452	Cwc25
FBtr0330716	Pgk-RB	FBgn0250906	Pgk
FBtr0334162	Pgk-RE	FBgn0250906	Pgk
FBtr0077739	Pgk-RA	FBgn0250906	Pgk
FBtr0330718	Pgk-RD	FBgn0250906	Pgk
FBtr0330717	Pgk-RC	FBgn0250906	Pgk
FBtr0335125	Bacc-RD	FBgn0031453	Bacc
FBtr0307080	Bacc-RC	FBgn0031453	Bacc
FBtr0077713	Bacc-RB	FBgn0031453	Bacc
FBtr0077714	Bacc-RA	FBgn0031453	Bacc
FBtr0343107	lncRNA:CR44772-RA	FBgn0265997	lncRNA:CR44772
FBtr0100383	HemK2-RA	FBgn0031454	HemK2
FBtr0077737	Snapin-RA	FBgn0031455	Snapin
FBtr0077715	Tnpo-SR-RA	FBgn0031456	Tnpo-SR
FBtr0335126	Tnpo-SR-RB	FBgn0031456	Tnpo-SR
FBtr0335129	Snx21-RB	FBgn0031457	Snx21
FBtr0077736	Snx21-RA	FBgn0031457	Snx21
FBtr0077716	aph-1-RA	FBgn0031458	aph-1
FBtr0335127	aph-1-RB	FBgn0031458	aph-1
FBtr0077735	Taf10b-RA	FBgn0026324	Taf10b
FBtr0077717	Taf10-RA	FBgn0028398	Taf10
FBtr0077731	colt-RA	FBgn0019830	colt
FBtr0077734	colt-RD	FBgn0019830	colt
FBtr0077718	HINT1-RA	FBgn0031459	HINT1
FBtr0335128	HINT1-RC	FBgn0031459	HINT1
FBtr0077719	HINT1-RB	FBgn0031459	HINT1
FBtr0077730	CG15399-RA	FBgn0031460	CG15399
FBtr0345331	Syt1-RI	FBgn0004242	Syt1
FBti0019750-RA	FBti0019750	FBti0019750	FBti0019750
FBtr0077728	Syt1-RC	FBgn0004242	Syt1
